GUACUI-ES,,,,,,ES,,,,"24.745,70",,,,,,,,-,,,,,,"24.745,70",,,,,,"46.934,42",,,,,,,,,,,
GUARAPARI-ES,,,,,,ES,,,,"32.994,27",,,,,,,,-,,,,,,"32.994,27",,,,,,"62.579,23",,,,,,,,,,,
IBATIBA-ES,,,,,,ES,,,,"22.912,69",,,,,,,,-,,,,,,"22.912,69",,,,,,"43.457,80",,,,,,,,,,,
IBIRACU-ES,,,,,,ES,,,,"19.246,65",,,,,,,,-,,,,,,"19.246,65",,,,,,"36.504,54",,,,,,,,,,,
IBITIRAMA-ES,,,,,,ES,,,,"18.330,15",,,,,,,,-,,,,,,"18.330,15",,,,,,"34.766,24",,,,,,,,,,,
ICONHA-ES,,,,,,ES,,,,"19.246,65",,,,,,,,-,,,,,,"19.246,65",,,,,,"36.504,54",,,,,,,,,,,
IRUPI-ES,,,,,,ES,,,,"19.246,65",,,,,,,,-,,,,,,"19.246,65",,,,,,"36.504,54",,,,,,,,,,,
ITAGUACU-ES,,,,,,ES,,,,"21.079,67",,,,,,,,-,,,,,,"21.079,67",,,,,,"39.981,17",,,,,,,,,,,
ITAPEMIRIM-ES,,,,,,ES,,,,"224.811,68",,,,,,,,"74.163,60",,,,,,"298.975,28",,,,,,"500.557,09",,,,,,,,,,,
ITARANA-ES,,,,,,ES,,,,"19.246,65",,,,,,,,-,,,,,,"19.246,65",,,,,,"36.504,54",,,,,,,,,,,
IUNA-ES,,,,,,ES,,,,"24.745,70",,,,,,,,-,,,,,,"24.745,70",,,,,,"46.934,42",,,,,,,,,,,
JAGUARE-ES,,,,,,ES,,,,"401.874,87",,,,,,,,"167.887,72",,,,,,"569.762,59",,,,,,"1.156.949,06",,,,,,,,,,,
JERONIMO MONTEIRO-ES,,,,,,ES,,,,"19.246,65",,,,,,,,-,,,,,,"19.246,65",,,,,,"36.504,54",,,,,,,,,,,
JOAO NEIVA-ES,,,,,,ES,,,,"21.079,67",,,,,,,,-,,,,,,"21.079,67",,,,,,"39.981,17",,,,,,,,,,,
LARANJA DA TERRA-ES,,,,,,ES,,,,"19.246,65",,,,,,,,-,,,,,,"19.246,65",,,,,,"36.504,54",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINHARES-ES,,,,,,ES,,,,"1.615.164,01",,,,,,,,"335.637,88",,,,,,"1.950.801,89",,,,,,"3.462.793,74",,,,,,,,,,,
MANTENOPOLIS-ES,,,,,,ES,,,,"20.163,16",,,,,,,,-,,,,,,"20.163,16",,,,,,"38.242,86",,,,,,,,,,,
MARATAIZES-ES,,,,,,ES,,,,"25.662,21",,,,,,,,"10.586,87",,,,,,"36.249,08",,,,,,"59.259,60",,,,,,,,,,,
MARECHAL FLORIANO-ES,,,,,,ES,,,,"20.163,16",,,,,,,,-,,,,,,"20.163,16",,,,,,"38.242,86",,,,,,,,,,,
MARILANDIA-ES,,,,,,ES,,,,"18.330,15",,,,,,,,-,,,,,,"18.330,15",,,,,,"34.766,24",,,,,,,,,,,
MIMOSO DO SUL-ES,,,,,,ES,,,,"24.745,70",,,,,,,,-,,,,,,"24.745,70",,,,,,"46.934,42",,,,,,,,,,,
MONTANHA-ES,,,,,,ES,,,,"21.996,18",,,,,,,,-,,,,,,"21.996,18",,,,,,"41.719,49",,,,,,,,,,,
MUCURICI-ES,,,,,,ES,,,,"18.330,15",,,,,,,,-,,,,,,"18.330,15",,,,,,"34.766,24",,,,,,,,,,,
MUNIZ FREIRE-ES,,,,,,ES,,,,"22.912,69",,,,,,,,-,,,,,,"22.912,69",,,,,,"43.457,80",,,,,,,,,,,
MUQUI-ES,,,,,,ES,,,,"20.163,16",,,,,,,,-,,,,,,"20.163,16",,,,,,"38.242,86",,,,,,,,,,,
NOVA VENECIA-ES,,,,,,ES,,,,"28.411,73",,,,,,,,-,,,,,,"28.411,73",,,,,,"53.887,67",,,,,,,,,,,
PANCAS-ES,,,,,,ES,,,,"23.829,19",,,,,,,,-,,,,,,"23.829,19",,,,,,"45.196,10",,,,,,,,,,,
PEDRO CANARIO-ES,,,,,,ES,,,,"23.829,19",,,,,,,,-,,,,,,"23.829,19",,,,,,"45.196,10",,,,,,,,,,,
PINHEIROS-ES,,,,,,ES,,,,"23.829,19",,,,,,,,-,,,,,,"23.829,19",,,,,,"45.196,10",,,,,,,,,,,
PIUMA-ES,,,,,,ES,,,,"21.079,67",,,,,,,,-,,,,,,"21.079,67",,,,,,"39.981,17",,,,,,,,,,,
PONTO BELO-ES,,,,,,ES,,,,"18.330,15",,,,,,,,-,,,,,,"18.330,15",,,,,,"34.766,24",,,,,,,,,,,
PRESIDENTE KENNEDY-ES,,,,,,ES,,,,"160.579,77",,,,,,,,"600.143,34",,,,,,"760.723,11",,,,,,"1.378.407,77",,,,,,,,,,,
RIO BANANAL-ES,,,,,,ES,,,,"21.996,18",,,,,,,,-,,,,,,"21.996,18",,,,,,"41.719,49",,,,,,,,,,,
RIO NOVO DO SUL-ES,,,,,,ES,,,,"19.246,65",,,,,,,,-,,,,,,"19.246,65",,,,,,"36.504,54",,,,,,,,,,,
SANTA LEOPOLDINA-ES,,,,,,ES,,,,"20.163,16",,,,,,,,-,,,,,,"20.163,16",,,,,,"38.242,86",,,,,,,,,,,
SANTA MARIA DE JETIBA-ES,,,,,,ES,,,,"25.662,21",,,,,,,,-,,,,,,"25.662,21",,,,,,"48.672,73",,,,,,,,,,,
SANTA TERESA-ES,,,,,,ES,,,,"23.829,19",,,,,,,,-,,,,,,"23.829,19",,,,,,"45.196,10",,,,,,,,,,,
SAO DOMINGOS DO NORTE-ES,,,,,,ES,,,,"18.330,15",,,,,,,,-,,,,,,"18.330,15",,,,,,"34.766,24",,,,,,,,,,,
SAO GABRIEL DA PALHA-ES,,,,,,ES,,,,"24.745,70",,,,,,,,-,,,,,,"24.745,70",,,,,,"46.934,42",,,,,,,,,,,
SAO JOSE DO CALCADO-ES,,,,,,ES,,,,"19.246,65",,,,,,,,-,,,,,,"19.246,65",,,,,,"36.504,54",,,,,,,,,,,
SAO MATEUS-ES,,,,,,ES,,,,"1.545.684,38",,,,,,,,"95.951,06",,,,,,"1.641.635,44",,,,,,"2.927.303,29",,,,,,,,,,,
SAO ROQUE DO CANAA-ES,,,,,,ES,,,,"19.246,65",,,,,,,,-,,,,,,"19.246,65",,,,,,"36.504,54",,,,,,,,,,,
SERRA-ES,,,,,,ES,,,,"289.043,58",,,,,,,,"662.562,21",,,,,,"951.605,79",,,,,,"1.852.317,03",,,,,,,,,,,
SOORETAMA-ES,,,,,,ES,,,,"22.912,69",,,,,,,,-,,,,,,"22.912,69",,,,,,"43.457,80",,,,,,,,,,,
VARGEM ALTA-ES,,,,,,ES,,,,"21.996,18",,,,,,,,-,,,,,,"21.996,18",,,,,,"41.719,49",,,,,,,,,,,
VENDA NOVA DO IMIGRANTE-ES,,,,,,ES,,,,"21.996,18",,,,,,,,-,,,,,,"21.996,18",,,,,,"41.719,49",,,,,,,,,,,
VIANA-ES,,,,,,ES,,,,"29.328,24",,,,,,,,-,,,,,,"29.328,24",,,,,,"55.625,98",,,,,,,,,,,
VILA PAVAO-ES,,,,,,ES,,,,"18.330,15",,,,,,,,-,,,,,,"18.330,15",,,,,,"34.766,24",,,,,,,,,,,
VILA VALERIO-ES,,,,,,ES,,,,"20.163,20",,,,,,,,-,,,,,,"20.163,20",,,,,,"38.242,90",,,,,,,,,,,
VILA VELHA-ES,,,,,,ES,,,,"321.159,54",,,,,,,,-,,,,,,"321.159,54",,,,,,"609.133,56",,,,,,,,,,,
VITORIA-ES,,,,,,ES,,,,"321.159,54",,,,,,,,-,,,,,,"321.159,54",,,,,,"609.133,56",,,,,,,,,,,
ESPIRITO SANTO TOTAL,,,,,,,,,,"6.874.031,93",,,,,,,,"3.831.036,48",,,,,,"10.705.068,41",,,,,,"20.004.277,10",,,,,,,,,,,
JUIZ DE FORA-MG,,,,,,MG,,,,"568.753,77",,,,,,,,-,,,,,,"568.753,77",,,,,,"1.087.819,50",,,,,,,,,,,
MINAS GERAIS TOTAL,,,,,,,,,,"568.753,77",,,,,,,,-,,,,,,"568.753,77",,,,,,"1.087.819,50",,,,,,,,,,,
AFUA-PA,,,,,,PA,,,,-,,,,,,,,"5.230,42",,,,,,"5.230,42",,,,,,"12.988,64",,,,,,,,,,,
ALENQUER-PA,,,,,,PA,,,,-,,,,,,,,"5.230,42",,,,,,"5.230,42",,,,,,"12.988,64",,,,,,,,,,,
ALMEIRIM-PA,,,,,,PA,,,,-,,,,,,,,"5.230,42",,,,,,"5.230,42",,,,,,"12.988,64",,,,,,,,,,,
ANAJAS-PA,,,,,,PA,,,,-,,,,,,,,"5.230,42",,,,,,"5.230,42",,,,,,"12.988,64",,,,,,,,,,,
BREVES-PA,,,,,,PA,,,,-,,,,,,,,"5.230,42",,,,,,"5.230,42",,,,,,"12.988,64",,,,,,,,,,,
CHAVES-PA,,,,,,PA,,,,-,,,,,,,,"5.230,42",,,,,,"5.230,42",,,,,,"12.988,64",,,,,,,,,,,
CURUA-PA,,,,,,PA,,,,-,,,,,,,,"5.230,42",,,,,,"5.230,42",,,,,,"12.988,64",,,,,,,,,,,
FARO-PA,,,,,,PA,,,,-,,,,,,,,"5.230,42",,,,,,"5.230,42",,,,,,"12.988,64",,,,,,,,,,,
GURUPA-PA,,,,,,PA,,,,-,,,,,,,,"5.230,42",,,,,,"5.230,42",,,,,,"12.988,64",,,,,,,,,,,
JURUTI-PA,,,,,,PA,,,,-,,,,,,,,"5.230,42",,,,,,"5.230,42",,,,,,"12.988,64",,,,,,,,,,,
MELGACO-PA,,,,,,PA,,,,-,,,,,,,,"5.230,42",,,,,,"5.230,42",,,,,,"12.988,64",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONTE ALEGRE-PA,,,,,,PA,,,,-,,,,,,,,"5.230,42",,,,,,"5.230,42",,,,,,"12.988,64",,,,,,,,,,,
OBIDOS-PA,,,,,,PA,,,,-,,,,,,,,"5.230,42",,,,,,"5.230,42",,,,,,"12.988,64",,,,,,,,,,,
PORTO DE MOZ-PA,,,,,,PA,,,,-,,,,,,,,"5.230,42",,,,,,"5.230,42",,,,,,"12.988,64",,,,,,,,,,,
PRAINHA-PA,,,,,,PA,,,,-,,,,,,,,"5.230,42",,,,,,"5.230,42",,,,,,"12.988,64",,,,,,,,,,,
SANTAREM-PA,,,,,,PA,,,,-,,,,,,,,"5.230,42",,,,,,"5.230,42",,,,,,"12.988,64",,,,,,,,,,,
TERRA SANTA-PA,,,,,,PA,,,,-,,,,,,,,"5.230,42",,,,,,"5.230,42",,,,,,"12.988,64",,,,,,,,,,,
PARA TOTAL,,,,,,,,,,-,,,,,,,,"88.917,14",,,,,,"88.917,14",,,,,,"220.806,88",,,,,,,,,,,
PEDRAS DE FOGO-PB,,,,,,PB,,,,"568.213,77",,,,,,,,-,,,,,,"568.213,77",,,,,,"1.087.279,50",,,,,,,,,,,
SANTA RITA-PB,,,,,,PB,,,,"568.753,77",,,,,,,,-,,,,,,"568.753,77",,,,,,"1.087.819,50",,,,,,,,,,,
PARAIBA TOTAL,,,,,,,,,,"1.136.967,54",,,,,,,,-,,,,,,"1.136.967,54",,,,,,"2.175.099,00",,,,,,,,,,,
CABO DE SANTO AGOSTINHO-PE,,,,,,PE,,,,"615.799,82",,,,,,,,-,,,,,,"615.799,82",,,,,,"1.179.304,75",,,,,,,,,,,
CAMARAGIBE-PE,,,,,,PE,,,,"568.636,18",,,,,,,,-,,,,,,"568.636,18",,,,,,"1.087.701,91",,,,,,,,,,,
JABOATAO DOS GUARARAPES-PE,,,,,,PE,,,,"47.046,48",,,,,,,,-,,,,,,"47.046,48",,,,,,"91.461,13",,,,,,,,,,,
PAULISTA-PE,,,,,,PE,,,,"568.688,53",,,,,,,,-,,,,,,"568.688,53",,,,,,"2.315.871,81",,,,,,,,,,,
RECIFE-PE,,,,,,PE,,,,"47.051,33",,,,,,,,-,,,,,,"47.051,33",,,,,,"47.051,33",,,,,,,,,,,
VITORIA DE SANTO ANTAO-PE,,,,,,PE,,,,"568.631,74",,,,,,,,-,,,,,,"568.631,74",,,,,,"1.087.722,02",,,,,,,,,,,
PERNAMBUCO TOTAL,,,,,,,,,,"2.415.854,08",,,,,,,,-,,,,,,"2.415.854,08",,,,,,"5.809.112,95",,,,,,,,,,,
ADRIANOPOLIS-PR,,,,,,PR,,,,"1.787,74",,,,,,,,-,,,,,,"1.787,74",,,,,,"3.500,87",,,,,,,,,,,
AGUDOS DO SUL-PR,,,,,,PR,,,,"1.787,74",,,,,,,,-,,,,,,"1.787,74",,,,,,"3.500,87",,,,,,,,,,,
ALMIRANTE TAMANDARE-PR,,,,,,PR,,,,"3.217,94",,,,,,,,-,,,,,,"3.217,94",,,,,,"6.301,58",,,,,,,,,,,
ANTONINA-PR,,,,,,PR,,,,"2.234,68",,,,,,,,-,,,,,,"2.234,68",,,,,,"4.376,09",,,,,,,,,,,
ARAUCARIA-PR,,,,,,PR,,,,"3.217,94",,,,,,,,-,,,,,,"3.217,94",,,,,,"6.301,58",,,,,,,,,,,
BALSA NOVA-PR,,,,,,PR,,,,"1.877,13",,,,,,,,-,,,,,,"1.877,13",,,,,,"3.675,92",,,,,,,,,,,
BOCAIUVA DO SUL-PR,,,,,,PR,,,,"1.787,74",,,,,,,,-,,,,,,"1.787,74",,,,,,"3.500,87",,,,,,,,,,,
CAMPINA GRANDE DO SUL-PR,,,,,,PR,,,,"2.592,23",,,,,,,,-,,,,,,"2.592,23",,,,,,"5.076,27",,,,,,,,,,,
CAMPO DO TENENTE-PR,,,,,,PR,,,,"1.787,74",,,,,,,,-,,,,,,"1.787,74",,,,,,"3.500,87",,,,,,,,,,,
CAMPO LARGO-PR,,,,,,PR,,,,"3.217,94",,,,,,,,-,,,,,,"3.217,94",,,,,,"6.301,58",,,,,,,,,,,
CAMPO MAGRO-PR,,,,,,PR,,,,"2.324,07",,,,,,,,-,,,,,,"2.324,07",,,,,,"4.551,14",,,,,,,,,,,
CERRO AZUL-PR,,,,,,PR,,,,"2.145,29",,,,,,,,-,,,,,,"2.145,29",,,,,,"4.201,05",,,,,,,,,,,
COLOMBO-PR,,,,,,PR,,,,"3.575,49",,,,,,,,-,,,,,,"3.575,49",,,,,,"7.001,75",,,,,,,,,,,
CONTENDA-PR,,,,,,PR,,,,"1.966,52",,,,,,,,-,,,,,,"1.966,52",,,,,,"3.850,96",,,,,,,,,,,
CURITIBA-PR,,,,,,PR,,,,"3.575,49",,,,,,,,-,,,,,,"3.575,49",,,,,,"7.001,75",,,,,,,,,,,
DOUTOR ULYSSES-PR,,,,,,PR,,,,"1.787,74",,,,,,,,-,,,,,,"1.787,74",,,,,,"3.500,87",,,,,,,,,,,
FAZENDA RIO GRANDE-PR,,,,,,PR,,,,"2.949,78",,,,,,,,-,,,,,,"2.949,78",,,,,,"5.776,45",,,,,,,,,,,
GUARAQUECABA-PR,,,,,,PR,,,,"1.787,74",,,,,,,,-,,,,,,"1.787,74",,,,,,"3.500,87",,,,,,,,,,,
GUARATUBA-PR,,,,,,PR,,,,"63.621,49",,,,,,,,"55.668,81",,,,,,"119.290,30",,,,,,"233.601,85",,,,,,,,,,,
ITAPERUCU-PR,,,,,,PR,,,,"2.234,68",,,,,,,,-,,,,,,"2.234,68",,,,,,"4.376,09",,,,,,,,,,,
LAPA-PR,,,,,,PR,,,,"2.771,01",,,,,,,,-,,,,,,"2.771,01",,,,,,"5.426,36",,,,,,,,,,,
MANDIRITUBA-PR,,,,,,PR,,,,"2.145,29",,,,,,,,-,,,,,,"2.145,29",,,,,,"4.201,05",,,,,,,,,,,
MATINHOS-PR,,,,,,PR,,,,"63.621,49",,,,,,,,"45.628,38",,,,,,"109.249,87",,,,,,"213.940,04",,,,,,,,,,,
MORRETES-PR,,,,,,PR,,,,"2.055,91",,,,,,,,-,,,,,,"2.055,91",,,,,,"4.026,01",,,,,,,,,,,
PARANAGUA-PR,,,,,,PR,,,,"3.396,72",,,,,,,,"185,15",,,,,,"3.581,87",,,,,,"7.014,24",,,,,,,,,,,
PIEN-PR,,,,,,PR,,,,"1.787,74",,,,,,,,-,,,,,,"1.787,74",,,,,,"3.500,87",,,,,,,,,,,
PINHAIS-PR,,,,,,PR,,,,"3.307,33",,,,,,,,-,,,,,,"3.307,33",,,,,,"6.476,62",,,,,,,,,,,
PIRAQUARA-PR,,,,,,PR,,,,"3.128,55",,,,,,,,-,,,,,,"3.128,55",,,,,,"6.126,53",,,,,,,,,,,
PONTAL DO PARANA-PR,,,,,,PR,,,,"2.055,91",,,,,,,,"9.855,27",,,,,,"11.911,18",,,,,,"23.325,22",,,,,,,,,,,
PORTO AMAZONAS-PR,,,,,,PR,,,,"1.787,74",,,,,,,,-,,,,,,"1.787,74",,,,,,"3.500,87",,,,,,,,,,,
QUATRO BARRAS-PR,,,,,,PR,,,,"2.145,29",,,,,,,,-,,,,,,"2.145,29",,,,,,"4.201,05",,,,,,,,,,,
QUITANDINHA-PR,,,,,,PR,,,,"2.055,91",,,,,,,,-,,,,,,"2.055,91",,,,,,"4.026,01",,,,,,,,,,,
RIO BRANCO DO SUL-PR,,,,,,PR,,,,"2.502,84",,,,,,,,-,,,,,,"2.502,84",,,,,,"4.901,22",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIO NEGRO-PR,,,,,,PR,,,,"2.502,84",,,,,,,,-,,,,,,"2.502,84",,,,,,"4.901,22",,,,,,,,,,,
SAO JOSE DOS PINHAIS-PR,,,,,,PR,,,,"3.575,49",,,,,,,,-,,,,,,"3.575,49",,,,,,"7.001,75",,,,,,,,,,,
TIJUCAS DO SUL-PR,,,,,,PR,,,,"1.966,52",,,,,,,,-,,,,,,"1.966,52",,,,,,"3.850,96",,,,,,,,,,,
TUNAS DO PARANA-PR,,,,,,PR,,,,"1.787,74",,,,,,,,-,,,,,,"1.787,74",,,,,,"3.500,87",,,,,,,,,,,
PARANA TOTAL,,,,,,,,,,"212.071,43",,,,,,,,"111.337,61",,,,,,"323.409,04",,,,,,"633.320,17",,,,,,,,,,,
ANGRA DOS REIS-RJ,,,,,,RJ,,,,"1.106.967,59",,,,,,,,"1.585.289,02",,,,,,"2.692.256,61",,,,,,"4.967.644,99",,,,,,,,,,,
APERIBE-RJ,,,,,,RJ,,,,"257.089,90",,,,,,,,-,,,,,,"257.089,90",,,,,,"486.857,15",,,,,,,,,,,
ARARUAMA-RJ,,,,,,RJ,,,,"462.761,83",,,,,,,,-,,,,,,"462.761,83",,,,,,"876.342,88",,,,,,,,,,,
ARMACAO DOS BUZIOS-RJ,,,,,,RJ,,,,"2.401.896,35",,,,,,,,"1.233.593,61",,,,,,"3.635.489,96",,,,,,"6.953.112,53",,,,,,,,,,,
ARRAIAL DO CABO-RJ,,,,,,RJ,,,,"334.216,87",,,,,,,,"27.806,37",,,,,,"362.023,24",,,,,,"686.507,89",,,,,,,,,,,
BARRA MANSA-RJ,,,,,,RJ,,,,"568.753,77",,,,,,,,-,,,,,,"568.753,77",,,,,,"1.087.819,50",,,,,,,,,,,
BELFORD ROXO-RJ,,,,,,RJ,,,,"683.744,29",,,,,,,,-,,,,,,"683.744,29",,,,,,"1.312.843,28",,,,,,,,,,,
BOM JARDIM-RJ,,,,,,RJ,,,,"334.216,87",,,,,,,,-,,,,,,"334.216,87",,,,,,"632.914,29",,,,,,,,,,,
BOM JESUS DO ITABAPOANA-RJ,,,,,,RJ,,,,"372.780,36",,,,,,,,-,,,,,,"372.780,36",,,,,,"705.942,87",,,,,,,,,,,
CABO FRIO-RJ,,,,,,RJ,,,,"3.650.882,47",,,,,,,,"6.883.637,94",,,,,,"10.534.520,41",,,,,,"20.205.447,96",,,,,,,,,,,
CACHOEIRAS DE MACACU-RJ,,,,,,RJ,,,,"753.394,03",,,,,,,,-,,,,,,"753.394,03",,,,,,"1.440.190,21",,,,,,,,,,,
CAMBUCI-RJ,,,,,,RJ,,,,"295.653,39",,,,,,,,-,,,,,,"295.653,39",,,,,,"559.885,73",,,,,,,,,,,
CAMPOS DOS GOYTACAZES-RJ,,,,,,RJ,,,,"3.843.034,18",,,,,,,,"30.327.330,08",,,,,,"34.170.364,26",,,,,,"65.203.669,87",,,,,,,,,,,
CANTAGALO-RJ,,,,,,RJ,,,,"321.362,37",,,,,,,,-,,,,,,"321.362,37",,,,,,"608.571,43",,,,,,,,,,,
CARAPEBUS-RJ,,,,,,RJ,,,,"1.921.517,08",,,,,,,,"534.117,31",,,,,,"2.455.634,39",,,,,,"4.681.118,54",,,,,,,,,,,
CARDOSO MOREIRA-RJ,,,,,,RJ,,,,"282.798,90",,,,,,,,-,,,,,,"282.798,90",,,,,,"535.542,88",,,,,,,,,,,
CARMO-RJ,,,,,,RJ,,,,"295.653,39",,,,,,,,-,,,,,,"295.653,39",,,,,,"559.885,73",,,,,,,,,,,
CASIMIRO DE ABREU-RJ,,,,,,RJ,,,,"2.497.972,21",,,,,,,,"1.656.174,58",,,,,,"4.154.146,79",,,,,,"7.963.060,03",,,,,,,,,,,
CONCEICAO DE MACABU-RJ,,,,,,RJ,,,,"321.362,37",,,,,,,,-,,,,,,"321.362,37",,,,,,"608.571,43",,,,,,,,,,,
CORDEIRO-RJ,,,,,,RJ,,,,"321.362,37",,,,,,,,-,,,,,,"321.362,37",,,,,,"608.571,43",,,,,,,,,,,
DUAS BARRAS-RJ,,,,,,RJ,,,,"269.944,40",,,,,,,,-,,,,,,"269.944,40",,,,,,"511.200,01",,,,,,,,,,,
DUQUE DE CAXIAS-RJ,,,,,,RJ,,,,"1.076.277,19",,,,,,,,"206.659,20",,,,,,"1.282.936,39",,,,,,"2.285.924,33",,,,,,,,,,,
ENGENHEIRO PAULO DE FRONTIN-RJ,,,,,,RJ,,,,"634.594,39",,,,,,,,-,,,,,,"634.594,39",,,,,,"1.239.133,86",,,,,,,,,,,
GUAPIMIRIM-RJ,,,,,,RJ,,,,"807.207,89",,,,,,,,"206.659,20",,,,,,"1.013.867,09",,,,,,"1.771.570,67",,,,,,,,,,,
IGUABA GRANDE-RJ,,,,,,RJ,,,,"295.653,39",,,,,,,,-,,,,,,"295.653,39",,,,,,"559.885,73",,,,,,,,,,,
ITABORAI-RJ,,,,,,RJ,,,,"683.744,26",,,,,,,,"206.659,20",,,,,,"890.403,46",,,,,,"1.541.352,95",,,,,,,,,,,
ITAGUAI-RJ,,,,,,RJ,,,,"615.369,84",,,,,,,,-,,,,,,"615.369,84",,,,,,"1.181.558,90",,,,,,,,,,,
ITALVA-RJ,,,,,,RJ,,,,"282.798,90",,,,,,,,-,,,,,,"282.798,90",,,,,,"535.542,88",,,,,,,,,,,
ITAOCARA-RJ,,,,,,RJ,,,,"334.216,87",,,,,,,,-,,,,,,"334.216,87",,,,,,"632.914,29",,,,,,,,,,,
ITAPERUNA-RJ,,,,,,RJ,,,,"462.761,83",,,,,,,,-,,,,,,"462.761,83",,,,,,"876.342,88",,,,,,,,,,,
JAPERI-RJ,,,,,,RJ,,,,"1.184.123,61",,,,,,,,-,,,,,,"1.184.123,61",,,,,,"2.269.378,40",,,,,,,,,,,
LAJE DO MURIAE-RJ,,,,,,RJ,,,,"257.089,90",,,,,,,,-,,,,,,"257.089,90",,,,,,"486.857,15",,,,,,,,,,,
MACAE-RJ,,,,,,RJ,,,,"16.872.438,91",,,,,,,,"8.066.920,87",,,,,,"24.939.359,78",,,,,,"48.161.399,98",,,,,,,,,,,
MACUCO-RJ,,,,,,RJ,,,,"257.089,90",,,,,,,,-,,,,,,"257.089,90",,,,,,"486.857,15",,,,,,,,,,,
MAGE-RJ,,,,,,RJ,,,,"968.649,47",,,,,,,,"206.659,20",,,,,,"1.175.308,67",,,,,,"2.080.182,87",,,,,,,,,,,
MANGARATIBA-RJ,,,,,,RJ,,,,"461.527,39",,,,,,,,"1.188.966,77",,,,,,"1.650.494,16",,,,,,"3.217.251,26",,,,,,,,,,,
MARICA-RJ,,,,,,RJ,,,,"598.276,23",,,,,,,,-,,,,,,"598.276,23",,,,,,"1.148.737,82",,,,,,,,,,,
MENDES-RJ,,,,,,RJ,,,,"692.284,78",,,,,,,,-,,,,,,"692.284,78",,,,,,"1.351.782,38",,,,,,,,,,,
MESQUITA-RJ,,,,,,RJ,,,,"683.744,26",,,,,,,,-,,,,,,"683.744,26",,,,,,"1.312.843,22",,,,,,,,,,,
MIGUEL PEREIRA-RJ,,,,,,RJ,,,,"1.047.031,02",,,,,,,,-,,,,,,"1.047.031,02",,,,,,"2.345.790,56",,,,,,,,,,,
MIRACEMA-RJ,,,,,,RJ,,,,"347.071,38",,,,,,,,-,,,,,,"347.071,38",,,,,,"657.257,17",,,,,,,,,,,
NATIVIDADE-RJ,,,,,,RJ,,,,"295.653,39",,,,,,,,-,,,,,,"295.653,39",,,,,,"559.885,73",,,,,,,,,,,
NILOPOLIS-RJ,,,,,,RJ,,,,"683.744,26",,,,,,,,-,,,,,,"683.744,26",,,,,,"1.312.843,22",,,,,,,,,,,
NITEROI-RJ,,,,,,RJ,,,,"4.812.823,88",,,,,,,,"206.659,20",,,,,,"5.019.483,08",,,,,,"9.492.648,86",,,,,,,,,,,
NOVA FRIBURGO-RJ,,,,,,RJ,,,,"514.179,80",,,,,,,,-,,,,,,"514.179,80",,,,,,"973.714,30",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVA IGUACU-RJ,,,,,,RJ,,,,"1.140.753,25",,,,,,,,-,,,,,,"1.140.753,25",,,,,,"2.668.781,15",,,,,,,,,,,
PARACAMBI-RJ,,,,,,RJ,,,,"529.901,80",,,,,,,,-,,,,,,"529.901,80",,,,,,"1.017.453,50",,,,,,,,,,,
PARATI-RJ,,,,,,RJ,,,,-,,,,,,,,"1.188.966,77",,,,,,"1.188.966,77",,,,,,"2.331.082,07",,,,,,,,,,,
PATY DO ALFERES-RJ,,,,,,RJ,,,,"1.760.785,21",,,,,,,,-,,,,,,"1.760.785,21",,,,,,"2.423.052,96",,,,,,,,,,,
PETROPOLIS-RJ,,,,,,RJ,,,,"514.179,80",,,,,,,,-,,,,,,"514.179,80",,,,,,"973.714,30",,,,,,,,,,,
PIRAI-RJ,,,,,,RJ,,,,"568.753,77",,,,,,,,-,,,,,,"568.753,77",,,,,,"1.087.819,50",,,,,,,,,,,
PORCIUNCULA-RJ,,,,,,RJ,,,,"295.653,39",,,,,,,,-,,,,,,"295.653,39",,,,,,"559.885,73",,,,,,,,,,,
QUEIMADOS-RJ,,,,,,RJ,,,,"649.557,06",,,,,,,,-,,,,,,"649.557,06",,,,,,"1.247.201,08",,,,,,,,,,,
QUISSAMA-RJ,,,,,,RJ,,,,"2.113.668,79",,,,,,,,"4.646.960,70",,,,,,"6.760.629,49",,,,,,"12.781.473,72",,,,,,,,,,,
RIO BONITO-RJ,,,,,,RJ,,,,"411.343,84",,,,,,,,-,,,,,,"411.343,84",,,,,,"778.971,44",,,,,,,,,,,
RIO DAS FLORES-RJ,,,,,,RJ,,,,"537.988,99",,,,,,,,-,,,,,,"537.988,99",,,,,,"1.545.247,89",,,,,,,,,,,
RIO DAS OSTRAS-RJ,,,,,,RJ,,,,"2.882.275,63",,,,,,,,"7.655.488,64",,,,,,"10.537.764,27",,,,,,"20.183.193,33",,,,,,,,,,,
RIO DE JANEIRO-RJ,,,,,,RJ,,,,"5.988.622,17",,,,,,,,"826.636,86",,,,,,"6.815.259,03",,,,,,"14.987.708,90",,,,,,,,,,,
